"configuration","problem","model","data_file","status","time","variables","failures","evaluatedHalfReifiedConstraints","restarts","intVariables","paths","baseMem","objectiveBound","nodes","flatBoolConstraints","blockType","method","eliminatedImplications","trailMem","extractedViews","nSolutions","run","objective","optTime","propagators","peakMem","error","solveTime","propagations","intVars","initTime","unifiedVariables","evaluatedReifiedConstraints","flatIntVars","flatIntConstraints","flatBoolVars","backjumps","nogoods","flatTime","randomSeed","boolVariables","userDecisions","peakDepth","solutions","oracleDecisions"
"Huub_user_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-06.dzn","SATISFIED","1200.6005094284192","","111927","","0","6097","0","","","","9500","complete","minimize","1000","","7000","3","results_prod_new","S(17)","","13063","","","1198.714965","646405608","","0.26311","0","19600","6100","15564","16100","","","1.04238","","","0","15563","","56029399"
"Huub_user_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-10.dzn","SATISFIED","1200.4804447041824","","92572","","0","6097","0","","","","9000","complete","minimize","1000","","7000","6","results_prod_new","S(6)","","11958","","","1198.636482","250928283","","0.329715","0","18200","6100","14959","15200","","","1.06423","","","0","26472","","26515553"
"Huub_free_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-17.dzn","UNKNOWN","1202.1035784650594","","18534","","120","30197","0","","","","49000","complete","minimize","5000","","35000","0","results_prod_new","","","68144","","","1192.894004","626673444","","1.585113","0","102200","30200","79145","83200","","","5.60515","","","0","62124","","532756884"
"Huub_free_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-13.dzn","OPTIMAL_SOLUTION","148.16917096357793","","169799","","2429","13647","0","","","","22200","complete","minimize","2250","","15750","15","results_prod_new","S(13)","","31091","","","144.31463","98782005","","0.574494","0","46410","13650","35892","37710","","","2.31474","","","0","26430","","2736631"
"Huub_user_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-12.dzn","SATISFIED","1201.035007945262","","752370","","0","13647","0","","","","21750","complete","minimize","2250","","15750","4","results_prod_new","S(15)","","30098","","","1196.961695","647904747","","0.640698","0","45150","13650","35349","36900","","","2.46156","","","0","10772","","19598402"
"Huub_free_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-05.dzn","OPTIMAL_SOLUTION","2.8282768931239843","","825","18000","21","1547","0","","","","5200","complete","minimize","250","","1750","1","results_prod_new","S(10)","","20907","","","0.325252","2069431","","0.291945","0","4410","1550","21708","21710","","","1.52912","","","0","36510","","69604"
"Huub_free_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-16.dzn","SATISFIED","1202.1246630158275","","111304","","869","30197","0","","","","48750","complete","minimize","5000","","35000","8","results_prod_new","S(17)","","67593","","","1192.958699","292092921","","1.426887","0","101500","30200","78844","82750","","","5.69639","","","0","63171","","12371498"
"gecode","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-08.dzn","UNKNOWN","1204.5938771078363","","","147000","","","0","","","","29500","","minimize","1000","","","0","results_prod_new","","","","","","","","","","","7000","6100","158061","155000","","","13.2023","","","","","",""
"Huub_free_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-15.dzn","SATISFIED","1200.952529744245","","104944","","215","13647","0","","","","21000","complete","minimize","2250","","15750","8","results_prod_new","S(9)","","28443","","","1197.060419","145132384","","0.741619","0","43050","13650","34444","35550","","","2.24526","","","0","108621","","13591630"
"Huub_user_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-13.dzn","UNKNOWN","1201.0881151687354","","663359","","0","13647","0","","","","22200","complete","minimize","2250","","15750","0","results_prod_new","","","31091","","","1197.258796","1106896570","","0.558658","0","46410","13650","35892","37710","","","2.30328","","","0","2416","","2660371"
"Huub_free_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-09.dzn","OPTIMAL_SOLUTION","46.313815963454545","","149878","","5223","6097","0","","","","9600","complete","minimize","1000","","7000","1","results_prod_new","S(20)","","13284","","","44.32769","44632008","","0.238523","0","19880","6100","15685","16280","","","1.19881","","","0","11242","","1079754"
"Huub_user_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-08.dzn","OPTIMAL_SOLUTION","6.027770670130849","","9867","","0","6097","0","","","","9800","complete","minimize","1000","","7000","7","results_prod_new","S(13)","","13726","","","4.188735","2907335","","0.254895","0","20440","6100","15927","16640","","","1.1116","","","0","13291","","148623"
"Huub_free_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-12.dzn","OPTIMAL_SOLUTION","858.4581775423139","","330016","","1667","13647","0","","","","21750","complete","minimize","2250","","15750","11","results_prod_new","S(14)","","30098","","","854.546139","391749982","","0.61503","0","45150","13650","35349","36900","","","2.35219","","","0","29311","","16041889"
"Huub_user_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-10.dzn","OPTIMAL_SOLUTION","23.59071126487106","","1186","147000","0","6097","0","","","","33500","complete","minimize","1000","","7000","5","results_prod_new","S(6)","","158938","","","4.766589","48191374","","2.357535","0","18200","6100","161939","162200","","","12.315","","","0","309067","","1825767"
"Huub_free_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-17.dzn","OPTIMAL_SOLUTION","671.5457450961694","","25860","1485000","205","30197","0","","","","296500","complete","minimize","5000","","35000","9","results_prod_new","S(24)","","1553094","","","476.343288","1774405686","","24.392046","0","102200","30200","1564095","1568200","","","131.8","","","0","2948534","","97963299"
"Huub_free_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-18.dzn","OPTIMAL_SOLUTION","883.9449205473065","","430874","","5863","30197","0","","","","49500","complete","minimize","5000","","35000","15","results_prod_new","S(17)","","69246","","","874.953899","478648545","","1.297684","0","103600","30200","79747","84100","","","5.74344","","","0","58445","","12034804"
"Huub_user_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-11.dzn","OPTIMAL_SOLUTION","100.15326306968927","","20768","499500","0","13647","0","","","","105000","complete","minimize","2250","","15750","3","results_prod_new","S(13)","","529568","","","35.25222","112870722","","8.067842","0","45150","13650","534819","536400","","","43.0741","","","0","951608","","2424363"
"chuffed","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-11.dzn","SATISFIED","1211.9940366502851","","","","","","0","","","","105000","","minimize","2250","","","5","results_prod_new","S(26)","","","","","","","","","","529950","13649","532645","530100","","","46.6076","","","","","",""
"cp-sat","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-13.dzn","UNKNOWN","1210.3314714292064","","","499500","","","0","","","","105450","","minimize","2250","","","0","results_prod_new","","","","","","","","","","","31080","13650","533172","530640","","","47.7091","","","","","",""
"Huub_free_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-04.dzn","OPTIMAL_SOLUTION","3.105597791261971","","2013","18000","32","1547","0","","","","5250","complete","minimize","250","","1750","2","results_prod_new","S(9)","","21018","","","0.611449","3841430","","0.297214","0","4550","1550","21769","21800","","","1.51911","","","0","36487","","146747"
"cp-sat","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-09.dzn","UNKNOWN","1203.1877515902743","","","147000","","","0","","","","34100","","minimize","1000","","","0","results_prod_new","","","","","","","","","","","13440","6100","161745","160520","","","13.4742","","","","","",""
"Huub_user_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-05.dzn","OPTIMAL_SOLUTION","0.9428253620862961","","1979","","0","1547","0","","","","2200","complete","minimize","250","","1750","1","results_prod_new","S(10)","","2917","","","0.362898","327347","","0.060785","0","4410","1550","3718","3710","","","0.316385","","","0","3741","","29095"
"Huub_user_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-15.dzn","UNKNOWN","1201.1331633850932","","409780","","0","13647","0","","","","21000","complete","minimize","2250","","15750","0","results_prod_new","","","28443","","","1197.116836","154688817","","0.739074","0","43050","13650","34444","35550","","","2.24428","","","0","24837","","11964677"
"Huub_free_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-02.dzn","OPTIMAL_SOLUTION","0.9508069800212979","","2053","","16","1547","0","","","","2350","complete","minimize","250","","1750","5","results_prod_new","S(6)","","3250","","","0.308939","368112","","0.060601","0","4830","1550","3901","3980","","","0.340921","","","0","3058","","26744"
"Huub_free_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-01.dzn","OPTIMAL_SOLUTION","4.3336830558255315","","26285","","577","1485","0","","","","2250","complete","minimize","240","","1680","3","results_prod_new","S(5)","","3107","","","3.58254","3278211","","0.061989","0","4620","1488","3738","3810","","","0.36178","","","0","3023","","133682"
"Huub_user_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-01.dzn","OPTIMAL_SOLUTION","4.230017649941146","","30404","","0","1485","0","","","","2250","complete","minimize","240","","1680","4","results_prod_new","S(5)","","3107","","","3.560416","3191527","","0.061456","0","4620","1488","3738","3810","","","0.359583","","","0","3090","","133955"
"chuffed","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-17.dzn","UNKNOWN","1230.54945485387","","","","","","0","","","","296500","","minimize","5000","","","0","results_prod_new","","","","","","","","","","","1553600","30199","1559196","1553800","","","132.901","","","","","",""
"gecode","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-20.dzn","ERROR","225.3744705086574","","","1485000","","","0","","","","272500","","minimize","5000","","","0","results_prod_new","","","","","MiniZinc stopped with a non-zero exit code, but did not output an error message. ","","","","","","35000","30200","1539709","1525000","","","135.317","","","","","",""
"Huub_free_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-14.dzn","OPTIMAL_SOLUTION","16.911013446748257","","4985","","213","13647","0","","","","21900","complete","minimize","2250","","15750","9","results_prod_new","S(20)","","30429","","","13.031772","9785509","","0.54596","0","45570","13650","35530","37170","","","2.4452","","","0","25896","","576636"
"Huub_free_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-16.dzn","OPTIMAL_SOLUTION","1023.0301681729034","","195623","","494","30197","0","","","","48750","complete","minimize","5000","","35000","7","results_prod_new","S(16)","","67593","","","1014.061103","256167333","","1.422255","0","101500","30200","78844","82750","","","5.66271","","","0","63392","","11384226"
"Huub_free_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-05.dzn","OPTIMAL_SOLUTION","0.8644148325547576","","1297","","37","1547","0","","","","2200","complete","minimize","250","","1750","1","results_prod_new","S(10)","","2917","","","0.296799","272189","","0.060176","0","4410","1550","3718","3710","","","0.314277","","","0","3937","","24133"
"Huub_free_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-18.dzn","OPTIMAL_SOLUTION","594.9392743892968","","416152","","6863","30197","0","","","","49500","complete","minimize","5000","","35000","10","results_prod_new","S(17)","","69246","","","585.692372","323109600","","1.295239","0","103600","30200","79747","84100","","","5.82413","","","0","57592","","7585878"
"Huub_free_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-19.dzn","OPTIMAL_SOLUTION","94.06160143576562","","43305","","993","30197","0","","","","49000","complete","minimize","5000","","35000","8","results_prod_new","S(30)","","68144","","","85.772589","55978327","","1.211294","0","102200","30200","79145","83200","","","5.16024","","","0","54550","","1839619"
